suspectible,exposed,infected,carrier,dead,recovered,idx
3799985,5,5,5,0,0,1
3799985,5,5,5,0,0,1
3799985,4,5,6,0,0,1
3799984,3,6,7,0,0,1
3799983,4,6,7,0,0,1
3799983,3,6,8,0,0,1
3799981,3,8,8,0,0,1
3799981,2,8,9,0,0,1
3799979,3,8,10,0,0,1
3799978,3,7,11,0,1,1
3799972,8,6,12,0,2,1
3799971,9,5,12,0,3,1
3799963,16,6,12,0,3,1
3799960,19,5,10,0,6,1
3799957,18,7,12,0,6,1
3799947,27,8,12,0,6,1
3799940,30,10,14,0,6,1
3799927,38,12,16,0,7,1
3799921,39,14,18,0,8,1
3799904,51,16,19,0,10,1
3799890,52,23,24,0,11,1
3799871,62,28,27,0,12,1
3799846,75,34,33,0,12,1
3799822,88,39,38,0,13,1
3799790,99,45,47,0,19,1
3799761,109,51,57,0,22,1
3799710,147,56,57,0,30,1
3799674,163,64,67,0,32,1
3799632,183,76,69,1,39,1
3799565,217,91,80,1,46,1
3799494,247,110,96,1,52,1
3799413,281,133,109,1,63,1
3799315,342,151,119,1,72,1
3799209,395,170,138,1,87,1
3799099,431,202,162,1,105,1
3798942,508,235,197,1,117,1
3798778,589,279,223,1,130,1
3798588,661,317,277,2,155,1
3798292,835,366,326,2,179,1
3797984,983,432,382,2,217,1
3797625,1159,501,452,3,260,1
3797213,1380,579,515,3,310,1
3796739,1594,693,622,4,348,1
3796191,1852,822,727,4,404,1
3795524,2190,962,841,4,479,1
3794831,2466,1155,998,4,546,1
3793994,2844,1350,1149,4,659,1
3793055,3251,1568,1357,5,764,1
3791946,3775,1811,1598,7,863,1
3790725,4305,2112,1845,10,1003,1
3789273,4976,2430,2130,10,1181,1
3787634,5700,2787,2477,12,1390,1
3785543,6760,3197,2869,15,1616,1
3783255,7800,3709,3337,15,1884,1
3780517,9085,4286,3867,18,2227,1
3777331,10654,4926,4480,18,2591,1
3773717,12248,5765,5233,20,3017,1
3769539,14179,6708,6021,23,3530,1
3764788,16201,7816,7052,27,4116,1
3759222,18729,9044,8167,34,4804,1
3753023,21398,10549,9407,41,5582,1
3745784,24468,12256,10950,45,6497,1
3737490,28014,14169,12711,50,7566,1
3727848,32222,16400,14643,55,8832,1
3716911,36861,19066,16881,68,10213,1
3704535,42027,21950,19544,81,11863,1
3690189,47964,25355,22657,88,13747,1
3673513,54754,29421,26213,98,16001,1
3654665,62367,33969,30227,112,18660,1
3633161,70917,39323,34811,137,21651,1
3609124,80201,45337,40111,158,25069,1
3581746,90529,52320,46264,179,28962,1
3550994,102061,60127,53125,207,33486,1
3516417,114139,69013,61283,229,38919,1
3478208,127287,79073,70175,272,44985,1
3435638,141606,90452,80034,305,51965,1
3388804,156833,102936,90992,349,60086,1
3337147,172725,117109,103209,397,69413,1
3282071,187952,132578,116573,456,80370,1
3222329,203526,149679,131149,515,92802,1
3158595,219355,168246,146257,612,106935,1
3091596,234475,187608,162488,714,123119,1
3020877,250282,207751,179242,815,141033,1
2947483,263352,229531,197128,958,161548,1
2871916,274394,252373,215690,1101,184526,1
2794869,282714,275982,234887,1259,210289,1
2716873,289437,299608,253677,1441,238964,1
2638653,293438,323377,271990,1636,270906,1
2560137,295906,346793,289385,1859,305920,1
2482324,297455,368304,305419,2108,344390,1
2406886,296350,388477,319599,2412,386276,1
2333473,292534,407392,332326,2686,431589,1
2262946,287557,423889,342076,3004,480528,1
2195359,278996,439048,350442,3335,532820,1
2130774,268276,452152,357133,3714,587951,1
2069904,256986,461958,361023,4110,646019,1
2011999,248576,467175,360787,4537,706926,1
1957985,237140,470697,359217,4960,770001,1
1907271,226966,471021,354711,5396,834635,1
1860415,214290,469734,348774,5896,900891,1
1817045,202356,465147,341024,6375,968053,1
1776856,189010,459297,332316,6862,1035659,1
1739719,176043,450995,321654,7385,1104204,1
1705562,163694,441277,309755,7885,1171827,1
1674273,151585,429615,297254,8423,1238850,1
1645777,140474,416193,283870,8932,1304754,1
1619285,131073,401501,269408,9408,1369325,1
1595144,122036,385142,254716,9896,1433066,1
1573073,112939,369088,240227,10370,1494303,1
1553118,104187,352456,225780,10849,1553610,1
1534980,96093,335002,211528,11289,1611108,1
1518483,88988,317308,197506,11726,1665989,1
1503541,82010,300025,184227,12146,1718051,1
1489747,75782,282723,171488,12581,1767679,1
1477320,69627,266071,159048,12983,1814951,1
1466031,64034,249828,147327,13377,1859403,1
1455671,58616,233868,136519,13714,1901612,1
1446291,53821,218621,126371,14042,1940854,1
1437942,49376,204407,116270,14367,1977638,1
1430351,45296,190548,106948,14665,2012192,1
1423480,41515,177353,98458,14968,2044226,1
1417148,37959,164619,90755,15238,2074281,1
1411430,34665,152923,83468,15516,2101998,1
1406293,31681,141882,76464,15724,2127956,1
1401647,28955,131310,70066,15926,2152096,1
1397227,26700,121376,64216,16140,2174341,1
1393430,24409,112188,58744,16339,2194890,1
1389933,22319,103421,53826,16522,2213979,1
1386783,20231,95456,49211,16670,2231649,1
1383703,18714,87909,45093,16841,2247740,1
1381069,17147,80902,41070,16975,2262837,1
1378769,15569,74431,37549,17090,2276592,1
1376535,14146,68501,34310,17213,2289295,1
1374532,12887,63010,31345,17321,2300905,1
1372671,11750,57948,28736,17422,2311473,1
1370916,10847,53117,26272,17523,2321325,1
1369376,9969,48721,23921,17608,2330405,1
1367980,9108,44814,21952,17674,2338472,1
1366777,8205,41207,20066,17745,2346000,1
1365637,7492,37647,18378,17802,2353044,1
1364627,6885,34456,16802,17862,2359368,1
1363722,6250,31601,15296,17906,2365225,1
1362870,5696,28959,13898,17958,2370619,1
1362060,5202,26512,12646,18000,2375580,1
1361347,4765,24260,11598,18048,2379982,1
1360671,4363,22237,10563,18103,2384063,1
1360084,3994,20408,9591,18133,2387790,1
1359542,3622,18648,8701,18159,2391328,1
1359051,3314,17098,7928,18176,2394433,1
1358623,3012,15701,7248,18199,2397217,1
1358198,2784,14348,6666,18218,2399786,1
1357835,2495,13176,6126,18245,2402123,1
1357489,2241,12069,5589,18265,2404347,1
1357164,2057,11003,5119,18284,2406373,1
1356860,1886,9983,4668,18305,2408298,1
1356601,1694,9152,4250,18322,2409981,1
1356373,1551,8386,3886,18336,2411468,1
1356163,1457,7641,3504,18346,2412889,1
1355974,1308,7010,3198,18359,2414151,1
1355792,1189,6398,2901,18369,2415351,1
1355607,1118,5833,2619,18382,2416441,1
1355469,1006,5346,2382,18389,2417408,1
1355332,917,4835,2225,18401,2418290,1
1355199,855,4405,2037,18407,2419097,1
1355104,757,4035,1853,18421,2419830,1
1355003,687,3714,1693,18431,2420472,1
1354911,617,3430,1543,18434,2421065,1
1354825,571,3133,1382,18444,2421645,1
1354758,512,2845,1244,18454,2422187,1
1354683,459,2619,1132,18458,2422649,1
1354615,416,2376,1042,18463,2423088,1
1354546,387,2164,949,18467,2423487,1
1354491,344,2008,878,18470,2423809,1
1354448,310,1832,812,18476,2424122,1
1354407,287,1673,725,18481,2424427,1
1354364,264,1537,659,18489,2424687,1
1354320,241,1416,627,18491,2424905,1
1354288,233,1261,560,18493,2425165,1
1354261,210,1148,512,18495,2425374,1
1354233,194,1068,465,18496,2425544,1
3799985,5,5,5,0,0,2
3799985,5,5,5,0,0,2
3799985,4,5,6,0,0,2
3799985,2,5,8,0,0,2
3799981,6,5,8,0,0,2
3799980,6,6,8,0,0,2
3799980,5,7,8,0,0,2
3799980,4,7,9,0,0,2
3799974,10,7,9,0,0,2
3799972,11,7,10,0,0,2
3799965,16,8,10,0,1,2
3799962,18,8,9,0,3,2
3799962,16,8,11,0,3,2
3799960,13,11,12,0,4,2
3799955,18,11,12,0,4,2
3799953,15,12,15,0,5,2
3799947,19,13,14,0,7,2
3799941,19,15,17,0,8,2
3799940,18,14,16,0,12,2
3799932,25,14,17,0,12,2
3799927,22,15,21,0,15,2
3799917,30,16,21,0,16,2
3799904,38,16,24,0,18,2
3799892,39,19,31,0,19,2
3799870,49,22,37,0,22,2
3799856,56,25,38,0,25,2
3799831,68,34,40,0,27,2
3799808,77,41,45,0,29,2
3799775,96,49,47,0,33,2
3799743,104,60,56,0,37,2
3799712,122,61,63,0,42,2
3799677,133,72,74,0,44,2
3799624,167,79,73,0,57,2
3799570,188,93,89,0,60,2
3799517,205,98,110,0,70,2
3799441,240,117,126,1,75,2
3799365,279,125,140,2,89,2
3799261,333,147,154,2,103,2
3799153,387,172,164,2,122,2
3799012,457,204,187,2,138,2
3798871,509,246,218,2,154,2
3798687,609,287,236,2,179,2
3798476,713,326,275,2,208,2
3798258,820,375,309,2,236,2
3797995,932,435,370,4,264,2
3797690,1078,507,414,4,307,2
3797315,1269,572,497,4,343,2
3796880,1485,653,581,5,396,2
3796339,1765,756,681,5,454,2
3795751,2048,877,788,5,531,2
3795078,2386,1020,902,6,608,2
3794297,2732,1212,1066,7,686,2
3793450,3090,1419,1245,7,789,2
3792406,3550,1670,1453,8,913,2
3791225,4062,1969,1690,8,1046,2
3789819,4681,2290,1972,10,1228,2
3788245,5452,2628,2246,12,1417,2
3786438,6249,3070,2604,13,1626,2
3784248,7341,3487,3022,18,1884,2
3781772,8483,3995,3555,21,2174,2
3778755,9962,4607,4150,25,2501,2
3775242,11674,5323,4808,28,2925,2
3771315,13468,6212,5611,33,3361,2
3766635,15600,7230,6609,36,3890,2
3761312,18075,8408,7609,37,4559,2
3755184,20753,9812,8900,38,5313,2
3748162,23781,11462,10369,43,6183,2
3740105,27253,13398,12066,48,7130,2
3730733,31328,15591,14034,63,8251,2
3719916,36108,18071,16228,71,9606,2
3707505,41309,21006,18906,82,11192,2
3693226,47405,24435,21819,92,13023,2
3677092,54062,28247,25385,113,15101,2
3658727,61518,32806,29332,122,17495,2
3637655,69650,38233,34023,139,20300,2
3613963,78619,44340,39385,166,23527,2
3586848,89145,51091,45359,188,27369,2
3556626,100261,58830,52346,216,31721,2
3522279,112958,67457,60144,247,36915,2
3484192,126529,77443,68617,286,42933,2
3442025,140661,88591,78612,322,49789,2
3394989,155741,101440,89978,373,57479,2
3343771,171750,115367,101970,445,66697,2
3288109,188045,130957,115129,499,77261,2
3228241,204071,148131,129934,576,89047,2
3164289,219569,166534,146061,652,102895,2
3096381,235635,186102,162418,761,118703,2
3025131,250108,207396,179834,884,136647,2
2951463,263127,229405,197951,1002,157052,2
2875246,274671,252265,216632,1133,180053,2
2797734,285988,274785,234647,1290,205556,2
2719316,293971,298293,252546,1495,234379,2
2640477,298434,322274,271229,1727,265859,2
2562089,300248,345705,288984,1957,301017,2
2485056,302272,366787,304077,2195,339613,2
2409648,302897,386114,317654,2488,381199,2
2336170,298327,405615,330691,2772,426425,2
2265713,293098,422181,340902,3100,475006,2
2198171,285927,436628,348911,3468,526895,2
2133505,276125,449325,354881,3836,582328,2
2071879,266477,458999,358304,4259,640082,2
2014577,252721,467004,360849,4663,700186,2
1959942,238842,472287,360961,5112,762856,2
1909185,224818,474598,358288,5562,827549,2
