suspectible,exposed,infected,carrier,dead,recovered,idx
3799985,5,5,5,0,0,1
3799985,5,5,5,0,0,1
3799985,4,6,5,0,0,1
3799985,2,8,5,0,0,1
3799985,2,8,5,0,0,1
3799985,1,8,6,0,0,1
3799985,0,8,7,0,0,1
3799985,0,8,7,0,0,1
3799985,0,8,7,0,0,1
3799985,0,8,7,0,0,1
3799984,1,7,7,0,1,1
3799984,1,6,7,0,2,1
3799983,2,6,7,0,2,1
3799983,2,6,7,0,2,1
3799983,1,7,6,0,3,1
3799983,0,6,7,0,4,1
3799983,0,6,6,0,5,1
3799983,0,5,6,0,6,1
3799982,1,4,6,0,7,1
3799982,1,4,6,0,7,1
3799982,1,4,6,0,7,1
3799982,1,3,6,0,8,1
3799982,1,3,6,0,8,1
3799982,1,3,6,0,8,1
3799981,2,2,5,0,10,1
3799981,2,2,5,0,10,1
3799981,2,2,5,0,10,1
3799981,2,2,5,0,10,1
3799981,1,2,6,0,10,1
3799981,0,2,7,0,10,1
3799981,0,2,7,0,10,1
3799980,1,2,7,0,10,1
3799980,1,2,7,0,10,1
3799979,2,1,7,0,11,1
3799977,4,1,7,0,11,1
3799976,3,3,7,0,11,1
3799976,2,4,7,0,11,1
3799975,2,5,7,0,11,1
3799975,2,5,7,0,11,1
3799975,1,6,6,0,12,1
3799975,1,6,6,0,12,1
3799975,1,5,6,0,13,1
3799975,1,5,6,0,13,1
3799973,3,5,5,0,14,1
3799973,2,6,5,0,14,1
3799973,2,6,5,0,14,1
3799973,2,6,5,0,14,1
3799973,2,4,5,0,16,1
3799973,1,3,6,0,17,1
3799972,2,2,6,0,18,1
3799971,3,2,6,0,18,1
3799971,2,1,7,0,19,1
3799971,2,1,7,0,19,1
3799969,3,1,8,0,19,1
3799968,3,2,7,0,20,1
3799968,3,2,7,0,20,1
3799965,6,1,7,0,21,1
3799965,5,1,8,0,21,1
3799963,6,1,9,0,21,1
3799961,6,3,9,0,21,1
3799960,3,4,12,0,21,1
3799950,13,4,12,0,21,1
3799945,17,5,11,0,22,1
3799942,18,6,12,0,22,1
3799937,21,8,12,0,22,1
3799928,24,13,12,0,23,1
3799920,30,12,12,0,26,1
3799916,26,15,17,0,26,1
3799909,26,19,16,0,30,1
3799904,27,20,19,0,30,1
3799897,29,23,20,0,31,1
3799888,34,25,22,0,31,1
3799884,33,28,23,0,32,1
3799874,33,34,25,0,34,1
3799868,33,35,27,0,37,1
3799858,36,36,32,0,38,1
3799849,40,38,33,0,40,1
3799841,43,39,31,0,46,1
3799832,44,41,33,0,50,1
3799819,51,44,32,0,54,1
3799804,53,48,36,0,59,1
3799791,55,50,39,0,65,1
3799771,71,51,36,0,71,1
3799753,76,55,39,0,77,1
3799728,85,60,43,0,84,1
3799706,87,69,50,0,88,1
3799681,105,69,51,0,94,1
3799666,96,72,64,0,102,1
3799644,98,80,70,0,108,1
3799615,105,85,78,0,117,1
3799589,110,92,85,0,124,1
3799550,134,93,86,0,137,1
3799514,151,104,84,0,147,1
3799483,159,112,89,0,157,1
3799442,165,128,100,0,165,1
3799397,181,140,102,0,180,1
3799352,191,155,110,0,192,1
3799307,197,167,112,0,217,1
3799249,217,181,123,0,230,1
3799190,243,193,134,1,239,1
3799139,252,204,140,1,264,1
3799090,255,226,149,1,279,1
3799044,264,233,152,1,306,1
3798995,264,248,161,1,331,1
3798924,277,267,174,2,356,1
3798858,279,279,199,2,383,1
3798780,303,280,216,2,419,1
3798698,323,298,234,2,445,1
3798588,367,314,259,3,469,1
3798483,409,325,274,3,506,1
3798368,451,348,296,3,534,1
3798250,484,362,322,4,578,1
3798146,507,388,342,4,613,1
3798010,551,411,357,4,667,1
3797856,587,446,387,5,719,1
3797724,610,483,390,6,787,1
3797594,615,511,404,8,868,1
3797450,650,540,428,8,924,1
3797302,687,562,450,8,991,1
3797121,729,607,492,8,1043,1
3796928,782,633,519,8,1130,1
3796677,877,673,565,8,1200,1
3796454,932,723,610,8,1273,1
3796238,969,771,663,8,1351,1
3796004,1036,818,701,8,1433,1
3795713,1106,878,772,8,1523,1
3795385,1223,934,827,8,1623,1
3795052,1329,1004,881,9,1725,1
3794699,1453,1063,922,10,1853,1
3794341,1519,1155,998,10,1977,1
3793934,1628,1246,1056,13,2123,1
3793510,1729,1348,1127,14,2272,1
3793051,1853,1449,1192,15,2440,1
3792585,1948,1554,1292,16,2605,1
3792074,2065,1682,1389,17,2773,1
3791512,2199,1816,1493,17,2963,1
3790847,2417,1946,1604,17,3169,1
3790140,2667,2069,1708,19,3397,1
3789425,2876,2217,1843,19,3620,1
3788685,3080,2394,1952,19,3870,1
3787889,3308,2568,2106,21,4108,1
3787031,3526,2730,2257,23,4433,1
3786117,3773,2931,2411,25,4743,1
3785220,3925,3182,2595,27,5051,1
3784088,4299,3409,2783,29,5392,1
3783009,4491,3700,3003,31,5766,1
3781821,4797,3939,3235,33,6175,1
3780502,5221,4214,3417,33,6613,1
3779227,5512,4507,3604,36,7114,1
3777771,5915,4800,3838,36,7640,1
3776265,6229,5139,4121,40,8206,1
3774643,6597,5527,4423,41,8769,1
3772893,7076,5860,4700,42,9429,1
3771066,7573,6164,5044,48,10105,1
3769114,8020,6567,5431,54,10814,1
3766933,8588,7027,5838,59,11555,1
3764554,9237,7548,6247,66,12348,1
3762038,9906,8139,6654,71,13192,1
3759333,10679,8732,7130,80,14046,1
3756491,11438,9357,7623,84,15007,1
3753381,12248,10046,8138,93,16094,1
3750155,13036,10801,8649,101,17258,1
3746800,13789,11526,9246,112,18527,1
3743100,14630,12357,9981,117,19815,1
3739259,15474,13219,10707,127,21214,1
3735174,16402,14120,11490,140,22674,1
3730812,17385,15077,12281,149,24296,1
3726041,18619,16078,13219,158,25885,1
3720921,20003,17142,13969,170,27795,1
3715560,21451,18241,14802,184,29762,1
3709973,22648,19446,15833,196,31904,1
3703994,23983,20760,16930,211,34122,1
3697626,25411,22238,18010,226,36489,1
3690852,26848,23776,19144,237,39143,1
3683743,28391,25307,20450,266,41843,1
3676209,29957,26956,21854,285,44739,1
3668287,31432,28852,23274,309,47846,1
3659955,33211,30649,24742,335,51108,1
3651184,35079,32486,26208,357,54686,1
3641762,37367,34388,27678,386,58419,1
3799985,5,5,5,0,0,2
3799985,5,5,5,0,0,2
3799985,4,5,6,0,0,2
3799985,2,6,7,0,0,2
3799985,2,6,7,0,0,2
3799985,1,6,8,0,0,2
3799985,0,6,9,0,0,2
3799985,0,5,9,0,1,2
3799985,0,5,8,0,2,2
3799985,0,5,8,0,2,2
3799983,2,4,8,0,3,2
3799983,2,3,8,0,4,2
3799983,2,3,7,0,5,2
3799983,2,3,7,0,5,2
3799983,1,4,7,0,5,2
3799983,1,4,7,0,5,2
3799982,2,4,7,0,5,2
3799982,1,4,7,0,6,2
3799980,3,3,6,0,8,2
3799980,2,4,6,0,8,2
3799980,1,5,6,0,8,2
3799980,1,5,6,0,8,2
3799980,1,5,6,0,8,2
3799980,0,4,7,0,9,2
3799980,0,3,7,0,10,2
3799980,0,3,7,0,10,2
3799979,1,3,6,0,11,2
3799978,2,3,5,0,12,2
3799978,1,3,6,0,12,2
3799976,3,3,6,0,12,2
3799976,3,3,6,0,12,2
3799974,5,2,6,0,13,2
3799973,5,2,7,0,13,2
3799971,6,2,8,0,13,2
3799968,8,1,9,0,14,2
3799963,13,0,8,0,16,2
3799961,11,2,10,0,16,2
3799959,12,3,10,0,16,2
3799957,13,3,11,0,16,2
3799954,14,4,12,0,16,2
3799952,14,6,12,0,16,2
3799949,14,8,12,0,17,2
3799948,14,8,13,0,17,2
3799945,13,10,15,0,17,2
3799941,16,10,15,0,18,2
3799940,15,10,14,0,21,2
3799939,12,12,15,0,22,2
3799937,12,12,16,0,23,2
3799934,11,15,17,0,23,2
3799932,11,15,18,0,24,2
3799931,9,17,16,0,27,2
3799928,9,19,15,0,29,2
3799924,13,18,14,0,31,2
3799921,14,18,14,0,33,2
3799921,12,19,14,0,34,2
3799920,11,18,15,0,36,2
3799917,12,17,15,0,39,2
3799914,10,21,15,0,40,2
3799913,9,22,14,0,42,2
3799908,13,20,14,0,45,2
3799907,11,20,15,0,47,2
3799901,15,19,15,0,50,2
3799898,18,17,14,0,53,2
3799895,15,15,18,0,57,2
3799889,20,13,19,0,59,2
3799881,20,17,22,0,60,2
3799875,21,20,23,0,61,2
3799868,25,20,24,0,63,2
3799863,25,17,28,0,67,2
3799858,23,20,27,0,72,2
3799849,28,22,24,0,77,2
3799833,39,22,25,0,81,2
3799822,45,22,26,0,85,2
3799813,51,19,28,0,89,2
3799795,60,23,31,0,91,2
3799785,60,24,37,0,94,2
3799771,63,25,43,0,98,2
3799755,62,32,48,0,103,2
3799729,80,36,45,0,110,2
3799707,88,41,52,0,112,2
3799685,98,47,52,0,118,2
3799660,108,51,59,0,122,2
3799634,112,64,61,0,129,2
3799618,114,69,63,0,136,2
3799586,115,83,71,0,145,2
3799558,122,92,71,0,157,2
3799530,125,102,79,0,164,2
3799498,134,105,93,0,170,2
3799465,139,111,106,0,179,2
3799434,143,120,112,0,191,2
3799393,156,118,126,1,206,2
3799353,172,126,133,1,215,2
3799303,182,133,149,1,232,2
3799245,203,143,154,1,254,2
3799188,225,165,152,1,269,2
3799124,244,185,151,1,295,2
3799065,261,188,159,2,325,2
3798998,277,199,173,2,351,2
3798935,286,210,192,2,375,2
3798853,301,225,209,2,410,2
3798775,325,241,223,2,434,2
3798700,343,261,236,2,458,2
3798610,355,293,254,2,486,2
3798505,386,308,280,2,519,2
3798373,444,331,292,2,558,2
3798261,482,344,315,2,596,2
3798124,513,381,336,2,644,2
3797952,586,408,361,3,690,2
3797800,648,439,380,3,730,2
3797648,687,467,413,3,782,2
3797474,726,526,436,4,834,2
3797285,779,568,470,4,894,2
3797064,847,625,513,4,947,2
3796837,890,675,567,4,1027,2
3796631,912,733,606,4,1114,2
3796360,1024,779,635,4,1198,2
3796117,1069,846,679,5,1284,2
3795846,1127,912,738,5,1372,2
3795539,1218,978,797,6,1462,2
3795220,1287,1062,859,6,1566,2
3794832,1433,1137,914,6,1678,2
3794432,1544,1223,1007,7,1787,2
3794023,1646,1317,1076,9,1929,2
3793572,1812,1396,1137,9,2074,2
3793105,1930,1479,1246,9,2231,2
3792612,2071,1584,1312,9,2412,2
3792057,2212,1713,1423,10,2585,2
3791478,2342,1857,1525,11,2787,2
3790819,2529,1997,1647,14,2994,2
3790156,2736,2125,1771,16,3196,2
3789401,2982,2274,1896,19,3428,2
3788591,3215,2457,2026,19,3692,2
3787786,3397,2651,2199,21,3946,2
3786865,3668,2864,2380,23,4200,2
3785840,3975,3070,2543,26,4546,2
3784767,4308,3264,2738,29,4894,2
3783657,4628,3484,2927,32,5272,2
3782445,4901,3762,3168,34,5690,2
3781247,5041,4100,3475,38,6099,2
3779881,5386,4428,3717,43,6545,2
3778319,5896,4723,3973,46,7043,2
