suspectible,exposed,infected,carrier,dead,recovered,idx
3799985,5,5,5,0,0,1
3799985,5,5,5,0,0,1
3799985,4,6,5,0,0,1
3799985,2,8,5,0,0,1
3799985,2,8,5,0,0,1
3799985,1,8,6,0,0,1
3799985,0,9,6,0,0,1
3799985,0,9,6,0,0,1
3799985,0,9,6,0,0,1
3799985,0,8,6,0,1,1
3799985,0,7,6,0,2,1
3799985,0,6,6,0,3,1
3799985,0,6,6,0,3,1
3799986,0,6,5,0,3,1
3799986,0,5,5,0,4,1
3799986,0,5,5,0,4,1
3799986,0,5,5,0,4,1
3799986,0,3,5,0,6,1
3799986,0,2,5,0,7,1
3799986,0,2,5,0,7,1
3799986,0,2,5,0,7,1
3799986,0,2,5,0,7,1
3799986,0,2,5,0,7,1
3799986,0,2,5,0,7,1
3799986,0,1,5,0,8,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799986,0,0,5,0,9,1
3799985,5,5,5,0,0,2
3799985,5,5,5,0,0,2
3799985,4,6,5,0,0,2
3799985,2,7,6,0,0,2
3799984,3,7,6,0,0,2
3799984,2,7,7,0,0,2
3799984,1,7,8,0,0,2
3799981,4,7,8,0,0,2
3799980,5,7,8,0,0,2
3799979,6,7,8,0,0,2
3799979,4,6,9,0,2,2
3799978,4,4,10,0,4,2
3799977,3,5,11,0,4,2
3799976,3,6,11,0,4,2
3799975,4,6,10,0,5,2
3799974,5,6,9,0,6,2
3799970,9,6,9,0,6,2
3799968,8,7,10,0,7,2
3799962,12,5,11,0,10,2
3799955,18,6,10,0,11,2
3799947,24,7,11,0,11,2
3799938,30,9,12,0,11,2
3799931,30,11,17,0,11,2
3799919,37,15,18,0,11,2
3799906,44,19,19,0,12,2
3799893,47,25,22,0,13,2
3799874,54,35,22,0,15,2
3799844,72,41,25,0,18,2
3799810,100,43,26,0,21,2
3799788,111,49,29,0,23,2
3799752,132,55,32,0,29,2
3799713,148,64,43,0,32,2
3799639,193,80,54,0,34,2
3799577,217,102,65,0,39,2
3799509,251,113,80,0,47,2
3799420,288,134,102,0,56,2
3799311,340,157,127,0,65,2
3799172,438,172,142,0,76,2
3799046,490,208,173,0,83,2
3798901,539,240,222,0,98,2
3798657,693,274,249,0,127,2
3798373,872,323,278,1,153,2
3798069,1018,401,339,1,172,2
3797677,1238,485,397,2,201,2
3797272,1420,595,482,2,229,2
3796714,1730,697,585,4,270,2
3796042,2080,852,704,4,318,2
3795266,2479,1022,842,5,386,2
3794409,2916,1198,1018,6,453,2
3793348,3440,1429,1229,6,548,2
3792002,4181,1696,1459,6,656,2
3790443,5079,1994,1702,8,774,2
3788723,5938,2358,2041,8,932,2
3786573,7029,2809,2466,9,1114,2
3783989,8341,3344,2974,10,1342,2
3780886,9961,4014,3554,10,1575,2
3777178,11888,4777,4276,12,1869,2
3772658,14310,5680,5078,13,2261,2
3767422,16967,6756,6167,15,2673,2
3761086,20190,8063,7458,18,3185,2
3753332,24175,9688,8980,20,3805,2
3743975,28942,11727,10763,25,4568,2
3733120,34359,14197,12851,27,5446,2
3720227,40653,17025,15548,34,6513,2
3704686,48262,20525,18717,42,7768,2
3686486,57084,24645,22443,51,9291,2
3665100,67083,29611,26923,63,11220,2
3639526,79050,35532,32264,76,13552,2
3610085,92209,42566,38705,94,16341,2
3575494,107754,50862,46298,124,19468,2
3535515,124982,60810,55311,154,23228,2
3488944,144642,72418,65905,178,27913,2
3435853,166364,85748,78224,218,33593,2
3375391,189975,101473,92529,243,40389,2
3307050,215649,119574,109002,293,48432,2
3231263,242486,140463,127315,338,58135,2
3147927,270199,163978,148108,411,69377,2
3057173,298675,189905,170701,488,83058,2
2960768,324144,219550,195863,591,99084,2
2858856,347221,251777,223567,707,117872,2
2752164,368053,286181,252648,836,140118,2
2642298,385722,322207,283270,1004,165499,2
2530996,399459,359119,313893,1183,195350,2
2419583,407809,396939,344750,1405,229514,2
2308877,411372,435088,374610,1617,268436,2
2200517,409879,471883,403161,1886,312674,2
2095096,405862,506301,428302,2210,362229,2
1994768,395360,538655,450686,2553,417978,2
1899656,381900,567378,469504,2938,478624,2
1810504,370191,589538,481341,3372,545054,2
1727406,354389,608105,489422,3822,616856,2
1650164,335404,622332,494155,4307,693638,2
1579190,314237,632663,494538,4835,774537,2
1514120,292229,637684,491254,5431,859282,2
1455297,270672,637568,483399,6096,946968,2
1401646,250415,632261,471260,6710,1037708,2
1353252,230970,623097,455707,7412,1129562,2
1309955,212000,610111,437830,8076,1222028,2
1271109,193913,593771,417857,8775,1314575,2
1236461,176803,574474,396269,9522,1406471,2
1205027,161197,552955,373485,10224,1497112,2
1177375,146517,529636,350387,10913,1585172,2
1152721,133150,504480,327229,11549,1670871,2
1130754,120525,478615,304144,12211,1753751,2
1111212,109264,451810,281208,12868,1833638,2
1093791,99166,424815,259534,13451,1909243,2
1078404,89864,397823,238609,14046,1981254,2
1064983,80786,372052,219064,14606,2048509,2
1052674,73638,346434,200047,15151,2112056,2
1041689,66749,321712,182624,15681,2171545,2
1031904,60380,297832,166474,16143,2227267,2
1023300,54548,275393,150978,16588,2279193,2
1015548,49303,254069,136992,17027,2327061,2
1008867,44306,234032,124010,17415,2371370,2
1002875,39770,214973,112091,17746,2412545,2
997378,35946,197234,101598,18023,2449821,2
992604,32401,180811,91746,18355,2484083,2
988385,29191,165337,82523,18647,2515917,2
984622,26221,150913,74256,18905,2545083,2
981287,23407,137741,66937,19155,2571473,2
978281,20888,125624,60363,19398,2595446,2
975567,18768,114498,54253,19623,2617291,2
973235,16828,104166,48820,19812,2637139,2
971029,15208,94754,43985,19993,2655031,2
969252,13526,86070,39451,20149,2671552,2
967582,12016,78161,35557,20284,2686400,2
966078,10794,70834,31852,20427,2700015,2
964715,9625,64157,28561,20551,2712391,2
963513,8648,58146,25617,20662,2723414,2
962438,7770,52542,22911,20768,2733571,2
961518,6964,47495,20571,20857,2742595,2
960650,6256,42852,18605,20930,2750707,2
959910,5596,38592,16670,21014,2758218,2
959235,5035,34793,14883,21075,2764979,2
958638,4456,31409,13410,21132,2770955,2
