pcontact,I_30,I_50,I_70,S_70,D_70,R_70
0.165,2,0,0,99988,0,9
0.165,20,114,686,97266,4,770
0.165,6,41,178,99115,3,255
0.165,20,52,268,98748,0,350
0.165,18,161,872,96368,5,1020
0.165,10,25,109,99535,0,138
0.165,5,6,35,99825,0,47
0.165,13,38,164,99252,1,241
0.165,1,0,0,99991,0,6
0.165,10,52,245,98869,2,320
0.165,23,107,477,97800,6,626
0.165,14,130,609,97274,5,805
0.165,21,104,618,97287,6,753
0.165,0,0,0,99991,0,6
0.165,30,130,703,96891,8,899
0.165,0,0,0,99991,0,6
0.165,27,101,530,97631,4,666
0.165,0,0,0,99990,0,7
0.165,2,0,0,99990,0,7
0.165,23,110,538,97654,5,673
0.165,2,18,71,99665,0,118
0.165,2,6,26,99868,1,46
0.165,23,127,566,97483,10,799
0.165,18,92,557,97613,4,673
0.165,4,44,210,99101,1,263
0.17,10,30,181,99224,1,234
0.17,4,79,436,98092,4,463
0.17,0,0,0,99989,0,8
0.17,19,59,297,98520,3,429
0.17,19,155,807,96489,11,992
0.17,14,53,259,98789,1,352
0.17,7,29,161,99192,3,201
0.17,0,0,0,99991,0,6
0.17,15,75,408,98224,6,477
0.17,15,56,350,98573,2,426
0.17,9,56,474,97945,1,485
0.17,5,35,172,99237,2,191
0.17,19,63,402,98202,1,492
0.17,0,0,0,99991,0,6
0.17,21,123,799,96622,8,875
0.17,18,124,832,96556,6,875
0.17,15,32,246,98870,1,301
0.17,14,125,755,96650,6,865
0.17,20,118,613,97418,8,731
0.17,16,118,769,96762,6,886
0.17,20,86,334,98488,4,455
0.17,20,128,598,97491,6,715
0.17,10,74,344,98529,2,412
0.17,5,45,270,98704,4,333
0.17,0,0,0,99990,0,7
0.17,10,66,362,98391,3,450
0.17,0,0,0,99991,0,6
0.17,6,35,158,99312,0,200
0.17,12,121,731,96995,5,833
0.17,1,10,26,99826,0,48
0.17,3,28,134,99397,1,160
0.17,5,46,260,98868,3,304
0.17,7,50,289,98780,1,356
0.17,8,49,351,98487,6,390
0.17,11,49,277,98774,3,303
0.17,3,58,306,98769,5,336
0.17,30,159,916,95990,4,1092
0.17,22,134,631,97264,6,775
0.17,0,0,0,99991,0,6
0.17,18,46,245,98934,0,301
0.17,11,53,237,98917,3,294
0.17,9,43,128,99454,0,165
0.17,6,52,271,98858,1,315
0.17,4,89,480,98042,0,541
0.17,21,96,584,97450,3,687
0.17,16,119,617,97294,7,711
0.17,0,0,0,99991,0,6
0.17,32,210,1198,95019,9,1363
0.17,27,168,937,95929,7,1121
0.17,40,205,1107,95164,7,1400
0.17,15,41,206,99128,4,264
0.17,10,60,346,98551,3,397
0.17,22,124,657,97133,4,827
0.17,27,144,775,96671,5,898
0.17,12,61,320,98530,2,376
0.17,1,0,0,99991,0,6
0.17,9,10,75,99685,0,91
0.17,9,25,166,99274,1,205
0.17,27,157,803,96515,8,966
0.17,0,0,0,99991,0,6
0.17,11,29,153,99325,1,185
0.17,0,0,0,99991,0,6
0.17,7,38,260,98953,0,272
0.17,10,64,371,98374,2,473
0.175,15,123,672,97170,5,771
0.175,0,0,0,99991,0,6
0.175,10,75,384,98184,2,483
0.175,12,70,356,98442,0,404
0.175,4,68,416,98213,3,463
0.175,35,126,813,96404,6,902
0.175,12,42,197,99011,2,267
0.175,7,93,553,97661,2,564
0.175,1,19,72,99666,1,90
0.175,2,15,56,99719,1,75
0.175,15,61,347,98456,1,382
0.175,1,0,0,99986,0,11
0.175,4,31,175,99283,0,198
0.175,48,153,1192,95111,5,1221
0.175,13,46,310,98641,2,345
0.175,10,19,76,99548,1,143
0.175,29,187,1079,95485,8,1179
0.175,16,116,441,97950,7,592
0.175,4,1,0,99987,0,10
0.175,23,122,781,96615,10,849
0.175,5,33,194,99115,2,231
0.175,24,195,1507,93718,10,1529
0.175,31,209,1150,95174,11,1252
0.175,17,104,578,97394,2,672
0.175,9,57,248,98928,2,296
0.175,18,101,571,97382,5,650
0.175,10,47,301,98659,3,329
0.175,12,26,142,99404,2,178
0.175,5,6,67,99691,1,87
0.175,17,109,691,96973,6,742
0.175,8,27,150,99384,0,182
0.175,8,65,285,98687,0,372
0.175,19,100,547,97636,2,618
0.175,5,106,510,97873,5,586
0.175,14,68,548,97737,2,581
0.175,4,43,300,98744,4,327
0.175,15,75,545,97715,4,560
0.175,6,40,251,98846,1,303
0.175,14,62,538,97662,1,587
0.175,15,87,615,97546,2,622
0.175,31,100,551,97617,5,680
0.175,13,26,180,99129,3,246
0.175,16,76,636,97386,0,633
0.175,12,82,466,97961,2,527
0.175,41,313,2188,90890,12,2349
0.175,12,77,456,98105,2,519
0.175,2,17,117,99494,3,140
0.175,7,33,232,98980,3,241
0.175,23,144,824,96287,1,957
0.175,7,77,317,98603,1,367
0.175,24,98,812,96598,8,796
0.175,34,207,1314,94438,11,1453
0.175,11,42,224,98870,3,300
0.175,19,56,407,98258,4,418
0.175,30,238,1723,92603,13,1814
0.175,3,27,187,99220,0,210
0.175,17,61,329,98549,3,371
0.175,24,61,279,98706,2,362
0.175,0,0,0,99991,0,6
0.175,6,12,61,99728,0,79
0.175,20,92,542,97686,4,624
0.175,7,34,266,98798,2,269
0.175,8,58,462,98164,4,424
0.175,5,45,232,98841,4,273
0.18,16,85,556,97461,3,643
0.18,42,309,2045,91368,14,2097
0.18,5,69,554,97696,2,518
0.18,24,114,627,97244,4,721
0.18,7,29,163,99241,3,217
0.18,29,224,1645,93014,7,1626
0.18,14,51,504,97728,5,520
0.18,9,58,488,98029,3,477
0.18,4,21,121,99383,2,150
0.18,23,201,1409,94183,10,1383
0.18,0,0,0,99991,0,6
0.18,11,38,258,98860,2,268
0.18,30,246,1605,93040,11,1695
0.18,0,0,0,99991,0,6
0.18,36,359,2466,89714,18,2436
0.18,8,26,72,99673,3,118
0.18,11,47,309,98512,2,380
0.18,14,98,787,96907,5,763
0.18,10,19,194,99190,1,190
0.18,11,61,337,98449,4,397
0.18,16,73,645,97403,5,621
0.18,31,221,1619,93228,11,1584
0.18,11,39,277,98676,1,328
0.18,21,83,563,97513,5,621
0.18,6,21,117,99443,0,134
0.18,1,6,38,99779,0,58
0.18,31,187,1218,94965,12,1223
0.18,22,103,583,97397,6,690
0.18,1,0,0,99989,0,8
0.18,4,2,0,99979,0,18
0.18,19,90,433,97855,2,474
0.18,6,62,420,98048,6,427
0.18,3,9,97,99518,2,116
0.18,5,21,83,99613,1,115
0.18,3,0,0,99987,0,10
0.18,0,0,0,99991,0,6
0.18,31,294,2338,90173,12,2266
0.18,6,73,639,97333,2,604
0.18,15,239,1441,93868,12,1392
0.18,11,91,700,96920,3,673
0.18,7,36,149,99329,4,201
0.18,5,30,165,99150,1,221
0.18,36,215,1391,94101,8,1491
0.18,7,29,255,98994,3,255
0.18,28,162,1161,95081,13,1206
0.18,38,237,1745,92915,12,1654
0.18,1,0,0,99991,0,6
0.18,3,11,79,99614,1,95
0.18,19,128,1111,95407,2,1092
0.18,0,0,0,99991,0,6
0.18,17,143,1078,95462,4,1057
0.18,13,84,445,98036,2,496
0.18,11,31,170,99221,1,234
0.18,20,151,1332,94521,9,1259
0.18,21,208,1445,93929,10,1453
0.18,14,82,605,97583,2,560
0.18,9,76,471,97812,2,522
0.18,4,15,59,99688,0,86
0.18,10,62,424,98009,3,488
0.18,4,8,74,99632,0,94
0.18,8,22,128,99351,2,128
0.18,27,129,1103,95299,6,1055
0.18,17,56,463,97977,2,470
0.18,12,91,762,96743,8,728
0.185,1,0,0,99991,1,5
0.185,14,124,901,96292,5,864
0.185,13,94,786,96717,8,742
0.185,2,10,57,99693,0,79
0.185,27,245,1893,92282,13,1696
0.185,11,135,935,95997,5,851
0.185,8,52,293,98739,1,322
0.185,22,130,1169,95196,3,1055
0.185,1,1,0,99988,0,9
0.185,65,335,2895,88259,18,2608
0.185,14,95,600,97342,6,602
0.185,28,185,1593,93443,8,1495
0.185,43,327,2936,88191,12,2660
0.185,0,0,0,99991,0,6
0.185,67,496,3018,87613,19,3053
0.185,0,0,0,99991,0,6
0.185,5,10,59,99733,0,70
0.185,43,279,2264,90914,24,2091
0.185,17,93,745,96837,4,689
0.185,21,100,620,97255,2,648
0.185,2,53,433,98226,1,378
0.185,24,132,868,96271,5,869
0.185,3,16,245,99034,1,179
0.185,15,48,336,98520,2,369
0.185,27,266,2013,91881,15,1800
0.185,30,279,2033,91584,15,1971
0.185,40,335,2568,89335,11,2339
0.185,30,190,1630,93263,5,1509
0.185,26,209,1641,93215,12,1536
0.185,37,270,2155,91012,16,2084
0.185,13,43,329,98541,3,369
0.185,31,108,729,96861,3,740
0.185,2,17,146,99274,2,162
0.185,16,84,615,97378,3,593
0.185,8,21,89,99587,0,134
0.185,13,168,1490,93796,13,1321
0.185,1,21,93,99578,3,104
0.185,21,244,1799,92430,18,1738
0.185,11,96,771,96689,7,773
0.185,8,37,376,98415,1,322
0.185,37,240,1752,92791,12,1600
0.185,11,95,552,97552,2,587
0.185,11,69,510,97819,6,491
0.185,5,56,322,98586,0,315
0.185,22,165,1059,95752,13,986
0.185,12,63,630,97444,6,554
0.185,25,181,1278,94881,3,1165
0.185,1,17,149,99376,0,139
0.185,4,49,343,98392,2,374
0.185,16,126,1016,95987,7,899
0.185,18,175,1395,94131,4,1301
0.185,32,243,2036,92003,13,1822
0.185,30,288,2032,91984,10,1840
0.185,18,127,912,96152,6,909
0.185,7,68,370,98350,6,365
0.185,26,156,1258,94857,7,1148
0.185,10,147,1268,94953,5,1051
0.185,13,200,1134,95045,7,1155
0.185,37,282,2360,90257,15,2108
0.185,40,299,2415,90244,17,2218
0.185,11,105,850,96352,3,796
0.185,27,217,1941,92010,10,1684
0.185,25,243,2096,91457,8,1946
0.185,16,114,868,96291,4,841
0.19,15,125,1095,95433,4,950
0.19,0,0,0,99991,0,6
0.19,9,63,393,98224,0,379
0.19,5,54,555,97647,7,448
0.19,0,0,0,99991,0,6
0.19,21,178,1371,94078,3,1302
0.19,37,214,1961,91970,10,1659
0.19,25,223,1671,92979,10,1532
0.19,2,20,91,99572,0,103
0.19,18,145,1341,94533,6,1070
0.19,25,198,1548,93690,11,1340
0.19,0,0,0,99991,0,6
0.19,26,216,1883,92274,8,1573
0.19,16,138,1329,94533,5,1118
0.19,0,0,0,99991,0,6
0.19,43,129,945,95611,6,992
0.19,7,37,330,98546,2,320
0.19,2,8,69,99691,1,76
0.19,18,89,783,96687,2,725
0.19,1,0,0,99990,0,7
0.19,5,47,311,98621,5,321
0.19,12,142,1367,94210,5,1145
0.19,20,185,1611,93272,10,1312
0.19,33,283,2422,90304,15,2095
0.19,25,220,1933,92024,9,1666
0.19,0,0,0,99988,0,9
0.19,26,169,2057,91863,7,1594
0.19,4,45,390,98243,3,373
0.19,31,206,1558,93625,18,1448
0.19,0,0,0,99991,0,6
0.19,23,88,661,97208,5,624
0.19,8,52,373,98181,1,401
0.19,21,156,1549,93600,3,1323
0.19,9,133,849,96314,10,802
0.19,4,5,46,99768,1,62
0.19,0,0,0,99990,0,7
0.19,16,132,1218,94976,4,1014
0.19,26,199,2053,91826,10,1707
0.19,15,125,1150,95182,8,944
0.19,0,0,0,99991,0,6
0.19,7,54,352,98346,2,369
0.19,36,359,3462,86743,18,2818
0.19,33,177,1583,93580,12,1303
0.19,0,0,0,99991,0,6
0.19,15,85,651,97145,9,606
0.19,23,123,929,96211,5,814
0.19,18,172,1910,92423,6,1549
0.19,9,30,231,99036,0,216
0.19,6,19,106,99510,3,132
0.19,40,321,3317,86919,15,2769
0.19,28,296,2519,89587,20,2245
0.19,0,0,0,99989,0,8
0.19,1,0,0,99991,0,6
0.19,0,0,0,99991,0,6
0.19,49,356,3125,87485,22,2711
0.19,24,121,1286,94566,5,1129
0.19,0,0,0,99991,0,6
0.19,13,140,1395,94395,6,1076
0.19,49,467,3990,83973,12,3380
0.19,19,199,1556,93422,9,1356
0.19,14,103,1088,95519,4,896
0.19,18,77,509,97762,2,494
0.19,27,253,2554,89649,15,2093
0.19,21,102,992,95660,5,862
0.195,0,0,0,99991,1,5
0.195,30,480,4582,81796,20,3744
0.195,26,90,930,96115,5,779
0.195,25,213,2243,90860,11,1792
0.195,9,130,1190,95057,3,943
0.195,9,49,513,97783,3,437
0.195,47,354,3545,85949,14,2862
0.195,0,0,0,99991,0,6
0.195,45,224,1995,91707,10,1762
0.195,17,119,1292,94473,4,1035
0.195,11,151,1675,93014,13,1352
0.195,9,81,553,97494,2,513
0.195,22,93,825,96424,4,749
0.195,41,200,1848,92188,16,1554
0.195,9,42,275,98780,1,250
0.195,33,371,4081,84493,14,3089
0.195,3,0,0,99986,0,11
0.195,11,279,2928,88654,10,2127
0.195,23,180,1658,93373,8,1367
0.195,39,186,1948,91898,4,1658
0.195,57,665,6935,73753,30,5531
0.195,25,250,2624,89547,7,2093
0.195,17,160,1553,93808,7,1236
0.195,10,102,1056,95574,6,859
0.195,26,230,1730,92639,13,1525
0.195,29,303,2514,89924,11,2088
0.195,1,0,0,99987,0,10
0.195,10,78,648,97173,4,616
0.195,9,44,263,98908,3,239
0.195,0,0,0,99991,0,6
0.195,31,322,3518,86390,20,2667
0.195,3,9,16,99895,0,38
0.195,34,227,2328,90319,9,1962
0.195,40,448,4184,83361,19,3430
0.195,45,315,2916,88210,10,2357
0.195,0,0,0,99991,0,6
0.195,27,170,1432,94028,12,1255
0.195,18,222,1970,91735,8,1642
0.195,20,140,1371,94206,6,1155
0.195,3,56,482,97759,3,427
0.195,1,0,0,99989,0,8
0.195,44,427,3986,84446,21,3225
0.195,26,182,1976,91799,12,1629
0.195,11,219,2680,89433,15,1984
0.195,28,207,2135,91376,12,1699
0.195,11,80,741,96838,5,631
0.195,16,157,1433,94133,10,1157
0.195,21,162,1533,93787,6,1223
0.195,20,240,2135,91262,11,1723
0.195,19,184,1506,93817,13,1260
0.195,8,18,163,99322,3,152
0.195,3,2,24,99888,1,34
0.195,14,96,742,96766,6,696
0.195,67,672,6491,74633,33,5413
0.195,7,53,407,98180,0,390
0.195,7,115,1011,95797,7,841
0.195,25,292,3682,85421,19,2802
0.195,49,432,4751,81503,22,3678
0.195,21,249,2258,90808,14,1802
0.195,15,138,1347,94227,5,1181
0.195,21,265,2869,88478,12,2206
0.195,8,37,408,98263,2,339
0.195,17,252,2717,88843,11,2187
0.195,0,0,0,99990,0,7
0.2,2,0,0,99991,0,6
0.2,14,120,1061,95646,2,818
0.2,11,57,535,97707,1,453
0.2,0,0,0,99991,0,6
0.2,22,191,1917,92152,9,1528
0.2,14,46,548,97803,2,434
0.2,0,0,0,99991,0,6
0.2,22,79,788,96619,4,651
0.2,21,105,1270,94785,8,955
0.2,27,238,2630,89259,8,2039
0.2,10,56,590,97537,3,444
0.2,28,162,1803,92477,4,1410
0.2,16,109,1131,95197,5,883
0.2,29,564,6444,75578,29,4756
0.2,19,146,1603,93778,5,1162
0.2,33,276,3349,86885,17,2404
0.2,18,160,1964,91697,7,1476
0.2,9,78,549,97632,7,484
0.2,2,70,554,97550,3,483
0.2,0,0,0,99991,0,6
0.2,41,270,2989,87908,17,2315
0.2,29,224,2452,89934,10,1823
0.2,17,87,1029,95690,2,772
0.2,3,0,0,99984,0,13
0.2,28,210,1944,92052,10,1549
0.2,30,300,3443,86760,23,2526
0.2,23,287,2947,88077,14,2204
0.2,29,259,2888,88548,14,2162
0.2,41,416,4637,81961,16,3555
0.2,49,574,6270,76004,24,4818
0.2,29,310,3689,85634,28,2677
0.2,17,112,1090,95439,3,845
0.2,29,309,3255,86779,19,2466
0.2,0,0,0,99991,0,6
0.2,2,0,0,99991,0,6
0.2,18,160,1862,92331,5,1365
0.2,25,376,3490,86228,24,2685
0.2,52,460,5567,78683,33,4154
0.2,48,291,3620,85661,14,2733
0.2,31,446,4618,81384,23,3666
0.2,40,420,4301,83216,17,3188
0.2,0,0,0,99991,0,6
0.2,21,127,1257,94741,3,987
0.2,0,0,0,99991,0,6
0.2,0,0,0,99991,0,6
0.2,46,325,3856,84936,21,2876
0.2,38,327,3859,85030,14,2834
0.2,16,216,2686,89215,13,1896
0.2,61,561,6177,76162,31,4772
0.2,54,482,5272,79683,16,4137
0.2,1,0,0,99991,0,6
0.2,28,201,2075,91649,20,1595
0.2,9,77,1079,95564,5,743
0.2,1,0,0,99990,0,7
0.2,41,417,4467,82654,23,3479
0.2,14,67,952,95915,4,670
0.2,31,310,3730,85666,17,2714
0.2,58,443,4982,81263,21,3640
0.2,0,0,0,99991,0,6
0.2,12,31,300,98631,0,269
0.2,14,200,1758,92835,10,1372
0.2,40,231,2120,91252,10,1764
0.2,20,304,3163,87506,18,2300
0.2,20,133,1295,94513,9,1032
